Loan_ID,Month_Number,Due_Date,EMI_Due,EMI_Paid,Payment_Date,Days_Late
LN001105,3,27 Feb 2022,2731.43,2731.43,27 Feb 2022,0
LN003206,17,17/08/2022,2291.73,2291.73,2022-09-09,23
LN001890,9,28 Sep 2021,9720.34,9720.34,unknown,0
LN003246,11,28 Apr 2023,8310.86,8310.86,2023-04-28,0
LN003214,11,04/02/2024,3023.31,3023.31,04/02/2024,0
LN002755,15,29-04-2022,1176.83,1176.83,29/04/2022,0
LN002593,7,09/01/2023,2204.79,2204.79,01/09/2023,0
LN002032,2,05/27/2024,"₹19,364.51",19364.51,27 May 2024,0
LN003005,26,2024-01-30,4468.48,4468.48,2024-01-30,0
LN004909,2,16 Mar 2022,4273.42,4273.42,17-04-2022,32
LN003922,14,11 Sep 2022,3166.14,3166.14,unknown,0
LN003331,17,26 Mar 2023,5265.37,5265.37,03/26/2023,0
LN003278,5,04/14/2022,3282.0,3282.0,2022-04-14,0
LN003483,20,14 Nov 2023,1983.84,1983.84,14 Nov 2023,0
LN001877,2,2022-09-15,4309.53,4309.53,09/17/2022,2
LN003163,7,19 Dec 2023,"₹8,730.22",8730.22,01/14/2024,26
LN002093,2,05-06-2021,1543.17,1543.17,2021-07-01,26
LN001931,12,31-03-2024,10420.01,10420.01,31/03/2024,0
LN002572,1,01-03-2024,3398.14,3398.14,2024-03-01,0
LN000300,10,03/21/2023,"₹2,305.6",2305.6,03/21/2023,0
LN002743,10,07/08/2024,11029.86,11029.86,10/07/2024,2
LN004827,19,04/24/2023,7765.84,7765.84,26/06/2023,63
LN002901,12,28/11/2023,9248.55,9248.55,28-11-2023,0
LN004817,7,28-04-2024,10652.99,10652.99,28/04/2024,0
LN002094,10,04/28/2023,6422.0,6422.0,28 Apr 2023,0
LN003331,8,2022-06-29,5265.37,5265.37,29/06/2022,0
LN004947,32,25-03-2024,4864.87,4864.87,03/25/2024,0
LN001542,5,28 Feb 2023,5072.45,5072.45,2023-05-21,82
LN001189,1,13 Jul 2022,15607.95,15607.95,2022-07-13,0
LN002750,11,28/02/2022,3675.54,3675.54,28/02/2022,0
LN001126,16,07/02/2022,4619.71,4619.71,2022-07-02,0
LN001974,3,2021-08-22,12828.95,12828.95,unknown,0
LN002359,21,02/04/2024,10076.71,10076.71,04 Feb 2024,0
LN000688,5,02/08/2022,5658.45,5658.45,2022-08-02,0
LN002506,41,06/04/2024,2267.92,2267.92,2024-06-04,0
LN002223,5,11/28/2022,7688.2,7688.2,11/28/2022,0
LN001643,22,04 May 2024,1966.57,1966.57,unknown,0
LN004231,25,07/22/2023,"₹3,604.51",3604.51,07/22/2023,0
LN001101,6,28 Jun 2024,7403.59,7403.59,28 Jun 2024,0
LN000691,24,2023-10-30,4668.14,4668.14,30 Oct 2023,0
LN001600,18,29/11/2023,3592.83,3592.83,11/29/2023,0
LN000189,22,03/03/2024,4951.81,4951.81,03/03/2024,0
LN001472,13,02/04/2024,7911.1,7911.1,02/04/2024,0
LN004392,5,2022-10-16,4662.54,4662.54,16-10-2022,0
LN004666,3,14-10-2021,5484.99,5484.99,14/10/2021,0
LN002814,8,2023-05-11,"₹5,005.35",5005.35,11/05/2023,0
LN000277,6,29-10-2023,4113.19,4113.19,2023-11-06,8
LN004865,12,31-03-2024,1473.86,1473.86,unknown,0
LN001497,3,01/09/2024,6739.37,6739.37,01/09/2024,0
LN001992,12,29/11/2023,7965.14,7965.14,11/29/2023,0
LN002199,13,04/22/2024,2975.04,2975.04,04/22/2024,0
LN002051,25,2023-07-18,8798.9,8798.9,2023-07-31,13
LN000037,1,08/07/2023,5156.7,5156.7,07-08-2023,0
LN004057,11,12/22/2022,3818.11,3818.11,unknown,0
LN003512,22,11/12/2022,10975.87,10975.87,12/11/2022,0
LN003219,11,2023-07-26,3331.14,3331.14,26-07-2023,0
LN003096,3,29-09-2023,3152.39,3152.39,16 Oct 2023,17
LN003209,1,28-07-2022,6234.43,6234.43,07/28/2022,0
LN004174,9,21 Dec 2022,1710.72,1710.72,21 Dec 2022,0
LN003924,32,03/26/2024,6929.12,6929.12,unknown,0
LN000222,4,2022-05-24,"₹8,111.65",8111.65,2022-05-24,0
LN002199,16,2024-07-21,"₹2,975.04",2975.04,,52
LN003852,13,09/23/2023,11988.35,11988.35,23-09-2023,0
LN002103,14,04/13/2024,9645.3,9645.3,13/04/2024,0
LN002904,22,29-12-2023,"₹4,803.9",4803.9,29-12-2023,0
LN000654,16,2023-03-01,4220.84,4220.84,01-03-2023,0
LN003754,19,12/21/2022,12899.17,12899.17,2022-12-21,
LN002768,8,06/08/2022,3243.51,3243.51,06/08/2022,0
LN001425,6,07/17/2021,10367.04,10367.04,2021-07-17,0
LN004167,36,05 May 2024,3000.57,3000.57,05/05/2024,0
LN003877,21,24-12-2023,4638.52,4638.52,24/12/2023,0
LN003056,4,19 Jan 2022,1633.15,1633.15,19/01/2022,0
LN004248,5,25/11/2021,5472.75,5472.75,25/11/2021,0
LN004901,18,17/04/2023,3593.62,3593.62,17/04/2023,0
LN002205,1,10/20/2023,5246.55,5246.55,10/20/2023,0
LN000939,23,04/06/2024,3199.92,3199.92,18 Jul 2024,44
LN001807,5,13/09/2022,4562.92,4562.92,13-09-2022,0
LN003565,27,02/22/2024,3808.51,3808.51,22-02-2024,0
LN001840,25,09/05/2024,6772.08,6772.08,2024-05-09,0
LN003078,3,2021-06-02,6413.39,6413.39,02-06-2021,0
LN001571,1,31/03/2023,2264.24,2264.24,unknown,23
LN002056,11,02/14/2022,4604.32,4604.32,02/14/2022,0
LN004729,15,04/18/2023,6913.76,6913.76,18 Apr 2023,0
LN004698,17,29-01-2023,4669.62,4669.62,29 Jan 2023,0
LN000384,25,09/25/2023,2032.61,2032.61,09/25/2023,0
LN004023,22,18/01/2024,4103.74,4103.74,01/18/2024,0
LN003059,20,2022-09-14,3233.13,3233.13,09-12-2022,86
LN003475,19,03 Nov 2023,7305.06,7305.06,11/10/2023,7
LN002604,27,03/12/2023,3266.59,3266.59,12/12/2023,9
LN002750,12,30/03/2022,3675.54,3675.54,30/03/2022,0
LN001575,6,23/01/2022,2226.16,2226.16,23-01-2022,0
LN000304,7,06/23/2022,3250.79,3250.79,2022-07-13,20
LN002323,16,18/05/2022,4205.88,4205.88,05/18/2022,0
LN001533,30,05 Apr 2024,"₹5,712.58",5712.58,2024-04-05,0
LN000205,25,02/12/2023,11717.8,11717.8,2023-02-12,0
LN001046,8,2022-01-25,6505.9,6505.9,25/01/2022,0
LN000613,4,05 Apr 2022,7708.93,7708.93,06/18/2022,74
LN002147,11,12/12/2022,3054.28,3054.28,12-12-2022,0
LN003433,11,23 Mar 2024,1247.28,1247.28,2024-03-23,0
LN002498,9,2022-04-01,15557.09,15557.09,04/01/2022,0
LN003325,5,08/10/2021,"₹5,091.98",5091.98,10 Aug 2021,0
LN004416,25,23/08/2023,2022.24,2022.24,23/08/2023,0
LN004249,5,15 Aug 2023,3355.92,3355.92,15/08/2023,0
LN001067,8,09/30/2023,7083.86,7083.86,09/30/2023,0
LN004661,19,04/04/2024,2938.22,2938.22,04 Apr 2024,0
LN002935,5,2023-06-08,"₹5,796.92",5796.92,08/06/2023,0
LN004826,9,2023-12-08,8723.2,8723.2,2023-12-08,0
LN003023,15,06/08/2024,"₹10,600.44",10600.44,08 Jun 2024,0
LN003401,9,2024-02-12,1359.93,1359.93,12 Feb 2024,0
LN000085,5,2022-06-10,3886.94,3886.94,unknown,0
LN004667,22,04/27/2024,3936.29,3936.29,27 Apr 2024,0
LN004152,11,2022-09-14,5583.97,5583.97,09/14/2022,0
LN000921,4,10/11/2021,3759.78,3759.78,10/11/2021,0
LN002086,9,2024-07-10,4922.88,4922.88,10/07/2024,
LN001032,19,09/28/2022,3342.27,3342.27,09/28/2022,0
LN004102,21,04 May 2023,2413.8,2413.8,04/05/2023,0
LN000368,25,25-10-2023,3951.76,3951.76,10/25/2023,0
LN000902,14,11/07/2023,3118.02,3118.02,11-07-2023,0
LN001543,2,06/09/2022,7110.48,7110.48,2022-06-09,0
LN002417,7,12/01/2022,21945.44,21945.44,2022-01-12,0
LN002324,1,23 Aug 2023,1938.03,1938.03,23 Aug 2023,0
LN003107,7,07/27/2022,7783.94,7783.94,26 Sep 2022,61
LN001536,18,01 Nov 2022,4514.67,4514.67,11/01/2022,0
LN000029,4,19 Apr 2022,3503.17,3503.17,30 May 2022,41
LN000233,22,2023-08-30,"₹2,276.44",2276.44,30 Aug 2023,0
LN001073,3,29/02/2024,7592.48,7592.48,29/02/2024,0
LN003155,17,2023-10-05,9977.38,9977.38,05/10/2023,0
LN002505,4,29-07-2024,7659.43,7659.43,2024-07-29,0
LN000817,1,2023-08-19,8729.61,8729.61,08/19/2023,0
LN003055,12,04-06-2023,1606.48,1606.48,04-06-2023,0
LN004358,5,09/20/2023,2894.03,2894.03,09/20/2023,0
LN001912,23,2023-04-17,14128.04,14128.04,2023-04-17,0
LN004663,8,29 Mar 2023,6620.49,6620.49,29/03/2023,0
LN002708,8,13 Nov 2022,3418.84,3418.84,02/22/2023,101
LN002259,24,11 Jun 2024,6874.65,6874.65,11 Jun 2024,0
LN003218,7,09/22/2021,2590.16,2590.16,unknown,0
LN000954,3,2021-12-06,3489.97,3489.97,29/01/2022,54
LN002826,13,01 Oct 2022,2403.96,2403.96,01-10-2022,0
LN003245,16,2023-06-24,6343.52,6343.52,06/24/2023,0
LN003255,34,23/10/2023,2503.87,2503.87,23-10-2023,0
LN004553,1,04/11/2023,"₹8,026.64",8026.64,2023-11-04,0
LN002156,7,23/05/2024,"₹3,046.71",3046.71,23-05-2024,0
LN003726,12,20/04/2023,6431.59,6431.59,20-04-2023,0
LN001332,33,01-07-2024,6867.59,6867.59,27/07/2024,26
LN004775,13,24 Mar 2023,3502.12,3502.12,24-03-2023,0
LN001675,15,2023-03-31,"₹3,028.57",3028.57,01/05/2023,31
LN004416,10,2022-05-30,2022.24,2022.24,30-05-2022,0
LN000724,9,2022-11-26,10535.97,10535.97,26-11-2022,0
LN002736,28,2023-06-18,8184.38,8184.38,06/22/2023,4
LN000562,21,05-07-2024,"₹4,755.0",4755.0,unknown,0
LN002540,9,07 Oct 2023,7538.79,7538.79,07/10/2023,0
LN001832,6,04/12/2023,5513.89,5513.89,04/12/2023,0
LN004201,8,12/11/2021,2053.67,2053.67,22/12/2021,40
LN000691,13,04-12-2022,4668.14,4668.14,26/12/2022,22
LN001559,19,07 Jul 2024,6959.83,6959.83,07-07-2024,0
LN001969,11,15-12-2023,5738.48,5738.48,12/15/2023,0
LN000935,27,23-04-2024,4834.63,4834.63,2024-04-23,0
LN003132,28,2023-07-09,"₹7,645.76",7645.76,09/07/2023,0
LN001070,7,2023-12-05,2872.69,2872.69,2023-12-15,10
LN001198,10,22-01-2023,9980.74,9980.74,05/03/2023,42
LN003542,15,2022-12-20,3228.12,3228.12,20 Dec 2022,0
LN002871,2,15-08-2021,6991.55,6991.55,08/15/2021,0
LN001680,7,07-12-2023,3457.55,3457.55,2023-12-11,4
LN003970,1,04-11-2022,14027.57,14027.57,04/11/2022,0
LN003530,4,12 Feb 2023,"₹12,923.78",12923.78,2023-02-12,0
LN004427,12,06-09-2022,"₹2,149.29",2149.29,09/06/2022,0
LN003097,22,02/16/2024,7653.88,7653.88,16/02/2024,0
LN001490,31,10/13/2023,13489.86,13489.86,unknown,0
LN002356,14,08/08/2022,13002.29,13002.29,2022-08-08,0
LN001700,31,2024-07-14,7024.98,7024.98,14-07-2024,0
LN002582,3,05/10/2021,6467.67,6467.67,10 May 2021,0
LN002168,13,08/15/2023,3571.27,3571.27,15-08-2023,0
LN000221,15,26/01/2024,5865.92,5865.92,2024-01-26,0
LN004345,13,2023-02-10,2605.53,2605.53,10/02/2023,0
LN003582,18,05/29/2023,6048.05,6048.05,2023-06-22,24
LN002893,31,03 Nov 2023,14898.27,14898.27,03-11-2023,0
LN003272,7,2023-11-28,3535.9,3535.9,2023-11-28,0
LN002085,8,29-09-2022,6020.11,6020.11,29-09-2022,0
LN002274,9,13/01/2024,5039.74,5039.74,13-01-2024,0
LN003890,2,11-06-2022,25436.72,25436.72,unknown,0
LN003485,6,06/13/2022,5223.95,5223.95,13-06-2022,0
LN002961,18,08-11-2023,12044.18,12044.18,08-11-2023,0
LN004992,10,29 May 2022,9425.35,9425.35,29 May 2022,0
LN003405,5,08 Apr 2023,6042.74,6042.74,08/04/2023,0
LN002631,8,07-01-2023,3306.03,3306.03,11-01-2023,4
LN002861,20,01/11/2024,6946.36,6946.36,01/18/2024,
LN003434,11,02-07-2023,1753.84,1753.84,unknown,0
LN004953,25,2023-11-05,4480.23,4480.23,05/11/2023,0
LN002515,3,2022-04-05,14019.97,14019.97,13/04/2022,8
LN000518,9,06 Feb 2022,2350.84,2350.84,2022-02-06,0
LN004787,7,28/02/2024,3930.73,3930.73,04-03-2024,
LN003878,10,01 Mar 2024,3323.24,3323.24,01/03/2024,0
LN000490,2,25/07/2021,5401.36,5401.36,25/07/2021,0
LN003062,11,14/03/2023,3881.92,3881.92,26-03-2023,12
LN001188,30,05 Mar 2024,8332.09,8332.09,2024-03-05,0
LN000283,6,15 Mar 2024,7089.64,7089.64,03/15/2024,0
LN000392,20,29 May 2024,2826.75,2826.75,unknown,3
LN000824,3,05 May 2022,4416.84,4416.84,05 May 2022,0
LN004475,18,2024-01-25,7241.15,7241.15,2024-01-25,0
LN002130,16,2023-09-11,12688.13,12688.13,2023-09-11,0
LN003848,3,09/18/2023,8491.96,8491.96,unknown,0
LN003973,14,26 May 2024,"₹5,943.67",5943.67,06/24/2024,29
LN000101,3,2023-08-14,2442.28,2442.28,14/08/2023,0
LN004089,7,2022-03-08,2442.05,2442.05,08/03/2022,0
LN001345,34,05/26/2024,"₹6,392.7",6392.7,2024-05-26,0
LN001233,9,12 Apr 2024,2808.51,2808.51,12 Apr 2024,0
LN001758,14,23-03-2022,"₹1,721.01",1721.01,23-03-2022,0
LN002312,30,12/11/2023,4578.25,4578.25,2023-12-11,0
LN002200,3,10/31/2021,3047.24,3047.24,2021-10-31,0
LN003746,25,22-03-2024,"₹1,865.54",1865.54,22-03-2024,0
LN000162,16,06 Jul 2024,3742.37,3742.37,25 Jul 2024,19
LN002223,16,10/24/2023,7688.2,7688.2,24-10-2023,0
LN000939,10,2023-05-11,3199.92,3199.92,05/11/2023,0
LN001362,16,11-03-2024,"₹1,319.62",1319.62,2024-03-11,0
LN002736,35,14-01-2024,8184.38,8184.38,01/14/2024,0
LN000546,6,2022-01-20,19042.18,19042.18,18 Feb 2022,29
LN001240,1,05/14/2023,7687.9,7687.9,14-05-2023,0
LN004041,13,14-06-2024,"₹8,327.83",8327.83,14 Jun 2024,0
LN001581,9,03/18/2022,6417.62,6417.62,18/03/2022,0
LN000970,1,27-12-2021,4536.27,4536.27,27/12/2021,0
LN000852,14,08 Jan 2024,2163.25,2163.25,09 Jan 2024,1
LN003619,11,05-06-2022,7931.33,7931.33,07/06/2022,2
LN002072,18,08/10/2022,3468.06,3468.06,08/10/2022,0
LN004486,28,2023-08-03,3409.0,3409.0,03-08-2023,0
LN001075,4,09/14/2021,3741.89,3741.89,14/09/2021,0
LN004251,2,30-11-2022,6777.14,6777.14,2022-11-30,0
LN004403,15,09/03/2022,10746.02,10746.02,09/03/2022,0
LN002193,4,17/10/2021,4483.36,4483.36,unknown,0
LN000716,12,11/05/2023,1304.44,1304.44,2023-11-05,0
LN002799,19,06 Aug 2023,3915.03,3915.03,06 Aug 2023,0
LN000732,26,16-01-2024,6257.59,6257.59,21/01/2024,5
LN003454,8,2023-05-26,7016.43,7016.43,26/05/2023,0
LN000399,41,06/16/2024,6163.97,6163.97,16/06/2024,0
LN002792,4,02/22/2022,3374.84,3374.84,2022-02-22,0
LN000316,13,02/18/2023,9048.57,9048.57,18/02/2023,0
LN000352,15,03 Dec 2023,2119.29,2119.29,12/03/2023,0
LN001475,4,05 Apr 2024,5230.52,5230.52,04/05/2024,0
LN004090,2,26-01-2023,2663.22,2663.22,unknown,0
LN004122,5,05/26/2024,6894.15,6894.15,06/08/2024,13
LN002053,17,2022-11-13,3126.57,3126.57,13-11-2022,0
LN004612,14,08-10-2022,3844.5,3844.5,2022-10-08,0
LN003643,17,13 Mar 2023,4546.36,4546.36,03/16/2023,3
LN002072,28,06 Jun 2023,3468.06,3468.06,06 Jun 2023,0
LN002670,2,2022-01-18,14546.08,14546.08,unknown,0
LN003278,25,2023-12-05,3282.0,3282.0,05 Dec 2023,0
LN000783,6,16/05/2023,3236.23,3236.23,05/16/2023,0
LN001468,10,10/16/2023,1916.86,1916.86,10/16/2023,0
LN002349,13,04/03/2022,4105.88,4105.88,2022-04-05,32
LN000152,18,27 Feb 2024,"₹6,198.56",6198.56,27-02-2024,0
LN003833,17,11/06/2023,"₹8,715.97",8715.97,26-07-2023,45
LN001582,8,01/03/2023,4150.94,4150.94,03-01-2023,0
LN000195,34,2024-07-04,6098.61,6098.61,2024-07-04,0
LN003712,4,19/04/2022,3761.0,3761.0,19 Apr 2022,0
LN000795,15,2022-11-16,"₹6,228.06",6228.06,11/16/2022,0
LN003710,10,24-06-2024,4506.58,4506.58,06/24/2024,0
LN001031,27,19-04-2024,2838.41,2838.41,unknown,0
LN003943,9,2022-08-17,"₹7,062.74",7062.74,08/22/2022,5
LN002069,18,23/05/2024,4374.03,4374.03,23-05-2024,0
LN003293,2,27 Dec 2021,6704.99,6704.99,12/27/2021,0
LN001298,17,22-07-2022,4048.4,4048.4,22-07-2022,0
LN004170,6,17/10/2021,4721.06,4721.06,unknown,0
LN003945,39,16/06/2024,2960.06,2960.06,16-06-2024,0
LN000101,7,2023-12-12,2442.28,2442.28,2023-12-12,0
LN000758,17,08/15/2022,3347.89,3347.89,15 Aug 2022,0
LN004975,16,2023-12-26,3528.95,3528.95,26/12/2023,0
LN004725,8,28-11-2021,5088.71,5088.71,11/28/2021,0
LN000286,5,25 Jul 2023,1540.03,1540.03,25 Jul 2023,0
LN004290,4,24-10-2023,3057.18,3057.18,10/24/2023,0
LN004463,14,11-03-2024,"₹3,817.25",3817.25,11-03-2024,0
LN000093,5,2022-07-23,16701.53,16701.53,23 Jul 2022,0
LN003926,8,03/08/2023,"₹3,464.9",3464.9,08/03/2023,0
LN004057,25,2024-02-15,3818.11,3818.11,15 Feb 2024,0
LN002408,18,07/17/2024,3794.25,3794.25,2024-07-17,0
LN004177,32,07/12/2024,6384.48,6384.48,12/07/2024,0
LN001026,18,13/04/2023,2829.41,2829.41,04/13/2023,0
LN001993,1,03/06/2021,4476.54,4476.54,unknown,0
LN001156,22,05 Apr 2023,5912.01,5912.01,05-04-2023,0
LN004386,31,31/05/2024,11482.63,6409.2,03-06-2024,3
LN003687,24,06/20/2024,3269.85,3269.85,20-06-2024,0
LN002214,14,09 Feb 2023,2135.96,2135.96,unknown,0
LN002045,20,11/07/2023,3737.15,3737.15,11-07-2023,
LN004964,15,05/01/2024,3267.27,3267.27,05 Jan 2024,0
LN003232,15,16/09/2023,5987.51,5987.51,09/25/2023,9
LN002096,6,12/02/2022,2922.69,2922.69,02/12/2022,0
LN003488,20,2023-07-02,5070.29,5070.29,02/07/2023,0
LN003525,19,21-09-2023,4880.44,4880.44,05 Oct 2023,14
LN000967,1,08 May 2024,4600.9,4600.9,08/05/2024,0
LN000320,5,03/31/2024,6480.75,6480.75,03/31/2024,0
LN003123,30,25 Jan 2024,3423.98,3423.98,2024-02-07,13
LN004633,8,2023-06-13,1809.08,1809.08,13-06-2023,0
LN004350,4,03/24/2022,4484.66,4484.66,03/24/2022,0
LN004886,18,16-05-2023,4422.75,4422.75,16-05-2023,0
LN001399,20,2023-11-11,13566.82,13566.82,11-11-2023,0
LN002754,10,31/12/2022,"₹2,331.44",2331.44,31-12-2022,0
LN004370,12,08 Mar 2023,"₹7,228.11",7228.11,2023-03-08,0
LN003756,29,13-01-2024,4803.81,4803.81,13 Jan 2024,0
LN002874,13,31 Dec 2022,2571.7,2571.7,31/12/2022,0
LN002189,20,10 May 2024,4350.98,4350.98,10-05-2024,0
LN003323,7,21 Nov 2023,5900.95,5900.95,21-11-2023,0
LN004683,6,08 Aug 2023,10811.0,unknown,unknown,0
LN000809,26,16-07-2024,2444.25,2444.25,unknown,0
LN002893,19,08/11/2022,14898.27,14898.27,08 Nov 2022,0
LN002932,1,01/05/2023,"₹7,962.04",7962.04,05/01/2023,0
LN004261,5,21/05/2022,3130.09,3130.09,21-05-2022,0
LN003617,27,26/04/2024,3172.33,3172.33,04/26/2024,0
LN001298,13,24/03/2022,"₹4,048.4",4048.4,03/24/2022,0
LN001750,3,31 Mar 2022,4853.98,4853.98,31/03/2022,0
LN004261,28,04/10/2024,3130.09,3130.09,17-04-2024,7
LN004616,18,2024-01-23,"₹2,197.03",2197.03,23/01/2024,0
LN000888,8,2022-12-01,5902.35,5902.35,2022-12-12,11
LN003783,29,06/18/2023,3432.17,3432.17,06/18/2023,0
LN001916,4,06/06/2022,6014.48,6014.48,06-06-2022,0
LN000747,10,2022-11-15,7703.08,7703.08,15 Nov 2022,0
LN004367,22,25-04-2024,7846.96,7846.96,unknown,0
LN004536,4,01/27/2023,11909.97,11909.97,27 Jan 2023,0
LN001891,13,2022-07-01,3945.09,3945.09,01/07/2022,0
LN000444,20,03-02-2024,6712.58,6712.58,03/02/2024,0
LN004616,14,09/25/2023,2197.03,2197.03,27-09-2023,2
LN001289,2,08/11/2023,5223.51,5223.51,11 Aug 2023,0
LN002973,14,2024-07-11,9364.53,9364.53,11/07/2024,0
LN003383,17,2023-11-19,4441.77,4441.77,19 Nov 2023,0
LN002773,22,2023-12-24,"₹5,209.24",5209.24,2023-12-24,0
LN002169,16,12/13/2023,5017.14,5017.14,13 Dec 2023,0
LN000843,33,31/03/2024,"₹5,567.94",5567.94,2024-06-02,63
LN002808,13,09/19/2023,8234.26,8234.26,19 Sep 2023,0
LN001141,11,07 Jan 2024,20420.55,20420.55,14-01-2024,7
LN003449,14,12/07/2022,2033.7,2033.7,2022-12-07,0
LN001127,19,09 Nov 2023,3383.52,3383.52,09 Nov 2023,0
LN000366,4,29 Aug 2021,3882.7,3882.7,29 Aug 2021,0
LN001200,24,16/07/2024,4333.83,4333.83,16 Jul 2024,0
LN001810,6,29-07-2021,8979.97,8979.97,07/29/2021,0
LN003226,14,2024-07-21,2959.25,2959.25,21 Jul 2024,0
LN001872,12,06/09/2023,5231.74,5231.74,09-06-2023,0
LN003680,10,12/12/2021,5276.64,5276.64,12 Dec 2021,0
LN001002,22,28 May 2023,4178.94,4178.94,28/05/2023,0
